Name,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two,Year,Round,Home Team,Away Team
Kaeo Weekes,7,Halfback,80:00,-,-,-,-,-,-,-,-,33,8,77,-,19,-,1,-,-,2,-,-,3.25s,1,2,-,1,4,18,33,2.25,85.71%,18,3,-,-,-,8,247,-,1,1,-,-,2,-,1,1,-,1,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Josh Papalii,8,Interchange,48:00,-,-,-,-,-,-,-,-,51,10,92,-,36,-,-,-,-,1,10,-,3.47s,-,-,-,3,1,2,12,0.2,100%,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47:18,-,2024,15,Raiders,Cowboys
Danny Levi,9,Hooker,58:00,-,-,-,-,-,-,-,-,34,4,34,-,16,-,-,-,-,-,-,-,4.01s,4,34,-,1,-,64,67,16,96.67%,29,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,30:34,26:45,2024,15,Raiders,Cowboys
Joseph Tapine,10,Prop,58:00,-,-,-,-,-,-,-,-,50,11,172,-,90,-,-,-,-,2,11,-,2.63s,-,-,-,-,2,4,15,0.36,92.5%,37,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,29:38,28:04,2024,15,Raiders,Cowboys
Hudson Young,11,2nd Row,80:00,-,-,-,-,-,-,-,-,43,15,115,-,34,-,-,-,-,2,13,-,4.14s,1,7,-,3,-,6,22,0.4,93.75%,30,2,-,-,-,1,17,-,-,1,-,-,-,1,2,2,-,3,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Elliott Whitehead,12,2nd Row,75:00,4,1,-,-,-,-,-,-,56,10,94,-,31,1,-,-,-,2,10,-,2.89s,-,-,-,-,2,2,12,0.2,94.59%,35,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74:41,-,2024,15,Raiders,Cowboys
Morgan Smithies,13,Lock,52:00,-,-,-,-,-,-,-,-,52,13,113,-,44,-,-,-,-,1,12,-,2.27s,-,-,-,1,2,4,17,0.31,97.5%,39,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,51:56,-,2024,15,Raiders,Cowboys
Tom Starling,14,Interchange,22:00,-,-,-,-,-,-,-,-,20,1,3,-,-,-,-,-,-,1,-,-,1.56s,1,3,-,-,1,35,35,35,84.21%,16,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:41,-,2024,15,Raiders,Cowboys
Ata Mariota,15,Interchange,33:00,-,-,-,-,-,-,-,-,26,10,85,14,33,-,-,-,-,1,9,-,3.42s,-,-,-,-,-,-,10,-,80%,20,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28:19,05:19,2024,15,Raiders,Cowboys
Trey Mooney,16,Interchange,22:00,-,-,-,-,-,-,-,-,17,4,45,16,19,-,-,-,-,-,3,-,2.83s,-,-,-,-,-,-,4,-,92.86%,13,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:00,-,2024,15,Raiders,Cowboys
Emre Guler,17,Prop,32:00,-,-,-,-,-,-,-,-,28,11,97,23,32,-,-,-,-,1,8,-,3.13s,-,-,-,-,-,1,11,0.09,95.45%,21,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,19:18,13:24,2024,15,Raiders,Cowboys
Albert Hopoate,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,15,Raiders,Cowboys
Scott Drinkwater,1,Fullback,80:00,-,-,-,-,-,-,-,-,53,21,207,55,35,1,1,2,-,5,1,-,4.12s,1,9,-,-,3,23,44,1.1,64.29%,9,2,3,-,-,5,75,1,2,3,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Kyle Feldt,2,Winger,80:00,8,2,-,-,-,-,-,-,39,11,117,7,38,1,-,-,-,4,-,-,3.48s,-,-,-,-,-,2,16,0.18,100%,3,-,-,-,1,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Valentine Holmes,3,Centre,80:00,14,1,5,6,-,83.33%,-,-,57,16,151,-,50,-,-,-,-,4,-,-,3.89s,3,26,-,-,1,7,22,0.44,84.62%,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Viliami Vailea,4,Centre,80:00,-,-,-,-,-,-,-,-,20,10,106,-,32,-,-,-,-,-,-,-,3.56s,-,-,-,-,2,4,10,0.4,77.78%,14,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Murray Taulagi,5,Winger,80:00,-,-,-,-,-,-,-,-,21,14,144,1,56,-,-,-,-,-,2,-,3.6s,-,-,-,-,1,2,17,0.14,66.67%,4,2,-,-,1,1,23,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Tom Dearden,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,43,16,105,1,13,-,1,1,-,-,-,-,4.23s,-,-,-,-,16,42,48,2.63,87.1%,27,4,-,-,1,2,37,1,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Chad Townsend,7,Halfback,80:00,-,-,-,-,-,-,-,-,42,8,50,-,-,-,-,2,-,-,-,-,4.48s,-,-,-,-,8,40,55,5,79.31%,23,5,1,-,-,12,328,1,5,3,-,-,1,-,1,-,-,3,-,1,1,-,-,80:00,-,2024,15,Raiders,Cowboys
Reece Robson,9,Hooker,80:00,4,1,-,-,-,-,-,-,54,5,77,-,10,-,1,-,-,3,1,-,4.91s,3,34,-,-,12,109,117,21.8,84%,42,3,5,-,-,1,-,-,-,1,-,-,-,-,1,1,-,-,2,1,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Reuben Cotter,10,Prop,70:00,-,-,-,-,-,-,-,-,65,16,157,18,49,-,-,-,-,2,14,-,3.5s,-,-,-,-,3,5,20,0.31,87.72%,50,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49:10,20:40,2024,15,Raiders,Cowboys
Heilum Luki,11,2nd Row,59:00,4,1,-,-,-,-,-,-,59,11,126,-,37,1,-,-,-,5,11,-,3.7s,-,-,-,-,1,1,12,0.09,92.86%,26,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,59:20,-,2024,15,Raiders,Cowboys
Jeremiah Nanai,12,2nd Row,80:00,4,1,-,-,-,-,-,-,36,8,63,-,20,-,-,-,-,3,7,-,3.07s,-,-,-,-,1,3,13,0.38,82.05%,32,5,2,-,-,1,5,-,-,1,-,-,-,-,2,2,-,1,-,-,-,-,-,80:00,-,2024,15,Raiders,Cowboys
Jason Taumalolo,13,Lock,36:00,-,-,-,-,-,-,-,-,24,13,127,-,47,-,-,-,-,2,13,-,3.98s,-,-,-,-,3,1,14,0.08,77.78%,14,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:34,12:35,2024,15,Raiders,Cowboys
Sam McIntyre,14,Interchange,44:00,-,-,-,-,-,-,-,-,34,11,101,-,33,-,-,-,-,1,9,-,3.04s,-,-,-,-,3,5,14,0.45,84.85%,28,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,44:50,-,2024,15,Raiders,Cowboys
Thomas Mikaele,15,Interchange,18:00,-,-,-,-,-,-,-,-,21,5,62,17,19,-,-,-,-,-,4,-,3.37s,-,-,-,2,1,-,5,-,87.5%,7,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18:15,-,2024,15,Raiders,Cowboys
Kulikefu Finefeuiaki,16,Interchange,25:00,-,-,-,-,-,-,-,-,12,6,66,-,27,-,-,-,-,-,5,-,4.49s,-,-,-,-,1,-,6,-,66.67%,6,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:00,-,2024,15,Raiders,Cowboys
Griffin Neame,17,Interchange,32:00,-,-,-,-,-,-,-,-,29,11,125,30,46,-,-,-,-,1,9,-,3.64s,-,-,-,-,1,-,11,-,95.45%,21,1,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,32:51,-,2024,15,Raiders,Cowboys
Harrison Edwards,19,Prop,36:00,-,-,-,-,-,-,-,-,19,7,77,33,16,-,-,-,-,-,5,-,3.55s,-,-,-,-,2,-,8,-,78.26%,18,2,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,22:36,12:34,2024,15,Raiders,Cowboys
Tom Chester,20,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,15,Raiders,Cowboys
Latrell Mitchell,1,Fullback,70:00,10,1,3,4,-,75%,-,-,59,16,176,31,60,1,1,1,-,5,-,-,4.07s,2,9,1,1,-,12,37,0.75,83.33%,5,1,-,-,-,8,291,-,1,-,-,-,-,-,4,3,-,-,-,-,-,1,-,70:00,-,2024,15,Rabbitohs,Broncos
Alex Johnston,2,Winger,80:00,4,1,-,-,-,-,-,-,34,13,116,19,40,1,-,-,-,3,-,-,3.74s,1,2,-,-,1,3,18,0.23,60%,3,1,1,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Taane Milne,3,Centre,80:00,-,-,-,-,-,-,-,-,19,21,165,-,66,-,-,-,-,1,-,-,3.61s,3,14,-,1,1,5,24,0.24,55.56%,5,3,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Richard Kennar,4,Centre,70:00,-,-,-,-,-,-,-,-,5,9,76,-,29,-,-,-,-,1,-,-,3.21s,-,-,-,-,-,6,13,0.67,60.87%,14,8,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,70:00,-,2024,15,Rabbitohs,Broncos
Jacob Gagai,5,Winger,80:00,-,-,-,-,-,-,-,-,39,14,119,6,38,-,-,-,-,2,-,-,3.67s,1,3,-,1,-,2,17,0.14,64.29%,9,3,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Jack Wighton,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,30,15,121,-,49,-,-,-,-,3,-,-,3.95s,1,1,-,-,3,22,44,1.47,73.68%,14,5,-,-,-,8,327,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Cody Walker,7,Halfback,80:00,-,-,-,-,-,-,-,-,29,13,54,-,12,-,-,1,-,-,-,-,3.68s,-,-,-,-,1,32,46,2.46,86.96%,20,3,-,-,1,8,66,1,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Davvy Moale,8,Prop,34:00,-,-,-,-,-,-,-,-,26,8,69,7,33,-,-,-,-,2,7,-,3.83s,-,-,-,-,-,-,8,-,100%,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,27:12,07:29,2024,15,Rabbitohs,Broncos
Damien Cook,9,Hooker,80:00,4,1,-,-,-,-,-,-,69,12,82,-,29,1,-,-,-,4,3,-,4.18s,8,59,-,-,1,139,152,11.58,91.11%,41,1,3,-,-,2,3,-,-,2,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Sean Keppie,10,Prop,46:00,-,-,-,-,-,-,-,-,30,13,99,19,40,-,-,-,-,2,10,-,3.79s,-,-,-,1,-,2,15,0.15,85.71%,18,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,23:47,21:44,2024,15,Rabbitohs,Broncos
Michael Chee Kam,11,2nd Row,70:00,-,-,-,-,-,-,-,-,24,16,130,5,61,-,-,-,-,2,15,-,3.05s,-,-,-,-,1,3,19,0.19,72.41%,21,7,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,70:02,-,2024,15,Rabbitohs,Broncos
Jai Arrow,12,2nd Row,78:00,-,-,-,-,-,-,-,-,57,15,112,-,62,-,-,-,-,5,14,-,3.23s,-,-,-,2,1,6,20,0.4,90.91%,30,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77:52,-,2024,15,Rabbitohs,Broncos
Keaon Koloamatangi,13,Lock,61:00,4,1,-,-,-,-,-,-,53,21,200,-,95,-,-,-,-,4,20,-,3.56s,-,-,-,-,2,5,25,0.24,82.86%,29,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,33:59,27:09,2024,15,Rabbitohs,Broncos
Peter Mamouzelos,14,Interchange,02:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.67%,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,02:00,-,2024,15,Rabbitohs,Broncos
Tallis Duncan,15,Interchange,34:00,-,-,-,-,-,-,-,-,35,12,99,-,38,-,-,-,-,6,10,-,3.25s,-,-,-,-,2,9,18,0.75,89.47%,17,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,24:17,09:58,2024,15,Rabbitohs,Broncos
Cameron Murray,16,Interchange,49:00,-,-,-,-,-,-,-,-,45,14,110,-,43,-,-,-,-,2,11,-,3.24s,-,-,-,1,2,6,17,0.43,96.43%,27,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,31:56,16:48,2024,15,Rabbitohs,Broncos
Thomas Burgess,17,Interchange,26:00,-,-,-,-,-,-,-,-,26,13,137,29,64,-,-,-,-,-,11,-,3.98s,-,-,-,-,-,-,13,-,89.47%,17,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:39,-,2024,15,Rabbitohs,Broncos
Dion Teaupa,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,15,Rabbitohs,Broncos
Tristan Sailor,1,Fullback,80:00,-,-,-,-,-,-,-,-,21,10,98,43,26,-,1,1,-,2,-,-,4.32s,-,-,-,-,-,11,24,1.1,87.5%,7,1,-,-,2,-,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Kotoni Staggs,3,Centre,80:00,4,-,2,2,-,100%,-,-,40,12,144,-,59,-,-,-,-,3,2,-,3.16s,1,12,-,2,1,6,19,0.5,83.87%,26,4,1,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Selwyn Cobbo,4,Centre,71:00,-,-,-,-,-,-,-,-,42,22,228,43,91,1,-,-,-,8,1,-,3.97s,1,16,-,2,2,2,25,0.09,75%,3,1,-,-,1,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,30:34,39:59,2024,15,Rabbitohs,Broncos
Deine Mariner,5,Winger,80:00,8,2,-,-,-,-,-,-,70,17,194,20,70,2,-,-,-,8,-,-,4.02s,1,6,-,-,-,-,20,-,84.62%,11,1,1,-,1,2,36,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Ezra Mam,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,24,13,111,-,26,-,-,1,-,1,1,-,2.94s,-,-,-,-,2,22,35,1.69,63.64%,14,7,1,-,1,6,148,-,-,3,-,-,-,-,1,1,-,-,-,1,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Jock Madden,7,Halfback,80:00,-,-,-,-,-,-,-,-,19,5,25,-,13,-,-,-,-,-,-,-,4.16s,-,-,-,-,-,34,47,6.8,74.19%,23,5,3,-,1,8,212,-,4,2,-,-,-,1,2,2,-,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Corey Jensen,8,Prop,39:00,-,-,-,-,-,-,-,-,36,6,71,15,28,-,-,-,-,2,5,-,3.41s,-,-,-,-,-,1,7,0.17,96.55%,28,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,24:47,14:09,2024,15,Rabbitohs,Broncos
Billy Walters,9,Hooker,50:00,-,-,-,-,-,-,-,-,52,5,72,-,34,-,-,-,-,-,1,-,2.38s,4,53,-,2,-,54,61,10.8,84.62%,44,6,2,-,-,1,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28:02,22:24,2024,15,Rabbitohs,Broncos
Payne Haas,10,Prop,59:00,-,-,-,-,-,-,-,-,82,11,130,-,69,-,-,-,-,10,11,-,3.24s,-,-,-,2,1,1,11,0.09,97.62%,41,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,30:21,29:12,2024,15,Rabbitohs,Broncos
Brendan Piakura,11,2nd Row,69:00,-,-,-,-,-,-,-,-,28,12,116,-,55,-,-,-,-,1,11,-,3.45s,-,-,-,1,-,2,13,0.17,76.47%,26,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,54:15,14:19,2024,15,Rabbitohs,Broncos
Jordan Riki,12,2nd Row,70:00,-,-,-,-,-,-,-,-,33,7,83,-,42,-,-,-,-,-,7,-,3.11s,-,-,-,-,-,-,9,-,94.74%,36,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,1,-,1,1,-,70:00,-,2024,15,Rabbitohs,Broncos
Patrick Carrigan,13,Lock,62:00,-,-,-,-,-,-,-,-,61,13,152,11,66,-,1,-,-,-,11,-,3.62s,-,-,-,1,1,8,20,0.62,91.67%,44,2,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,50:47,11:36,2024,15,Rabbitohs,Broncos
Tyson Smoothy,14,Interchange,38:00,-,-,-,-,-,-,-,-,39,3,15,3,8,-,-,-,-,-,-,-,3.04s,1,11,-,-,1,42,45,14,97.3%,36,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37:39,-,2024,15,Rabbitohs,Broncos
Xavier Willison,15,Interchange,26:00,-,-,-,-,-,-,-,-,37,4,75,-,20,1,-,-,-,3,4,-,2.92s,-,-,-,-,-,1,4,0.25,95.65%,22,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26:01,-,2024,15,Rabbitohs,Broncos
Kobe Hetherington,16,Interchange,28:00,-,-,-,-,-,-,-,-,26,4,50,-,21,-,-,-,-,-,4,-,2.84s,-,-,-,-,-,-,4,-,92.59%,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27:15,-,2024,15,Rabbitohs,Broncos
Jack Gosiewski,17,Interchange,38:00,-,-,-,-,-,-,-,-,20,5,54,-,20,-,-,-,-,-,3,-,3.12s,-,-,-,-,-,6,9,1.2,91.3%,21,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,09:27,29:13,2024,15,Rabbitohs,Broncos
Josiah Karapani,18,Winger,80:00,-,-,-,-,-,-,-,-,40,15,179,2,91,-,-,-,-,7,2,-,3.62s,-,-,-,-,1,-,16,-,100%,12,-,-,-,1,-,-,-,-,-,-,-,-,-,2,2,1,-,-,-,-,-,-,80:00,-,2024,15,Rabbitohs,Broncos
Israel Leota,20,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,15,Rabbitohs,Broncos
Brent Naden,3,Winger,80:00,-,-,-,-,-,-,-,-,24,7,67,-,17,-,-,-,-,2,-,-,3.8s,-,-,-,-,-,3,9,0.43,83.33%,15,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Justin Olam,4,Centre,80:00,8,2,-,-,-,-,-,-,48,17,131,-,22,1,-,-,-,4,-,-,3.56s,1,-,-,1,1,4,19,0.24,66.67%,10,4,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Charlie Staines,5,Winger,80:00,-,-,-,-,-,-,-,-,21,16,139,-,27,-,-,-,-,1,-,-,3.12s,1,9,-,-,1,2,20,0.13,66.67%,2,-,1,-,1,1,31,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Aidan Sezer,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,38,10,64,-,11,-,2,1,-,1,-,-,5.02s,-,-,-,1,5,42,63,4.2,61.11%,11,6,1,-,1,15,525,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Apisai Koroisau,7,Halfback,80:00,6,-,3,3,-,100%,-,-,44,11,82,-,14,-,-,1,-,1,2,-,3.27s,3,23,-,-,2,77,90,7,74.36%,29,10,-,-,-,7,194,1,1,2,-,-,1,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Stefano Utoikamanu,8,Prop,57:00,-,-,-,-,-,-,-,-,81,18,206,37,75,-,-,-,-,7,15,-,3.08s,-,-,-,3,2,1,18,0.06,96.88%,31,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23:45,33:30,2024,15,Wests Tigers,Titans
Tallyn Da Silva,9,Hooker,53:00,-,-,-,-,-,-,-,-,22,2,19,-,-,-,-,-,-,-,-,-,3.32s,2,19,-,-,-,78,80,39,80.49%,33,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53:28,-,2024,15,Wests Tigers,Titans
Fonua Pole,11,2nd Row,46:00,4,1,-,-,-,-,-,-,45,14,143,30,43,-,-,-,-,2,12,-,2.93s,-,-,-,-,1,-,14,-,82.14%,23,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27:20,18:47,2024,15,Wests Tigers,Titans
Samuela Fainu,12,2nd Row,80:00,-,-,-,-,-,-,-,-,40,11,90,-,23,1,-,1,-,1,11,-,3.69s,-,-,-,1,-,7,17,0.64,82.14%,23,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Justin Matamua,13,Lock,32:00,-,-,-,-,-,-,-,-,28,6,51,-,7,-,-,-,-,-,5,-,3.18s,-,-,-,1,1,13,18,2.17,100%,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,21:55,10:14,2024,15,Wests Tigers,Titans
Alex Seyfarth,14,Interchange,58:00,-,-,-,-,-,-,-,-,54,16,143,-,49,-,-,-,-,2,14,-,3.6s,-,-,-,1,1,11,26,0.69,92.11%,35,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58:00,-,2024,15,Wests Tigers,Titans
Sione Fainu,15,Interchange,37:00,-,-,-,-,-,-,-,-,37,11,100,-,36,-,-,-,-,-,9,-,3.49s,-,-,-,1,-,8,17,0.73,89.29%,25,1,2,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,37:28,-,2024,15,Wests Tigers,Titans
Reuben Porter,16,Prop,70:00,-,-,-,-,-,-,-,-,40,9,74,-,23,-,-,-,-,2,9,-,3.39s,-,-,-,-,-,1,10,0.11,82.5%,33,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61:07,08:39,2024,15,Wests Tigers,Titans
Solomona Faataape,17,Centre,80:00,-,-,-,-,-,-,-,-,18,13,120,22,47,-,-,-,-,1,-,-,3.44s,-,-,-,-,-,2,17,0.15,66.67%,2,1,-,1,4,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Kit Laulilii,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,15,Wests Tigers,Titans
Heath Mason,20,Interchange,27:00,-,-,-,-,-,-,-,-,16,4,42,-,16,-,-,-,-,-,-,-,3.95s,-,-,-,-,-,5,9,1.25,83.33%,10,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,27:00,-,2024,15,Wests Tigers,Titans
Jahream Bula,21,Fullback,80:00,-,-,-,-,-,-,-,-,35,26,207,30,59,-,-,-,-,6,1,-,3.35s,1,4,-,-,1,8,34,0.31,76.92%,10,1,2,-,1,-,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Jordan Miller,22,Interchange,20:00,-,-,-,-,-,-,-,-,16,7,55,-,17,-,-,-,-,-,7,-,3.84s,-,-,-,-,-,2,8,0.29,88.89%,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19:10,-,2024,15,Wests Tigers,Titans
Keano Kini,1,Fullback,80:00,-,-,-,-,-,-,-,-,85,26,321,124,69,3,3,1,-,8,1,-,3.94s,1,8,-,3,2,17,44,0.65,75%,3,1,-,-,3,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Alofiana Khan-Pereira,2,Winger,80:00,-,-,-,-,-,-,-,-,19,14,112,25,33,-,-,-,-,5,-,-,3.87s,-,-,-,-,-,2,18,0.14,100%,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
Brian Kelly,3,Centre,80:00,-,-,-,-,-,-,-,-,49,17,194,17,59,1,-,-,-,7,-,-,3.15s,-,-,-,3,-,10,24,0.59,80%,8,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,15,Wests Tigers,Titans
